tempo_us,erro
2.886,0
2.885,0
2.889,0
2.955,0
2.909,0
2.926,0
2.889,0
2.885,0
2.886,0
2.885,0
2.889,0
2.898,0
2.898,0
2.962,0
2.913,0
2.924,0
2.899,0
2.906,0
2.903,0
2.893,0
2.895,0
2.892,0
2.89,0
2.966,0
2.917,0
2.932,0
2.893,0
2.888,0
2.89,0
2.905,0
2.892,0
2.888,0
2.901,0
2.959,0
2.927,0
2.931,0
2.904,0
2.893,0
2.903,0
2.899,0
2.896,0
2.898,0
2.897,0
2.958,0
2.928,0
2.934,0
2.898,0
2.896,0
2.894,0
2.895,0
2.9,0
2.905,0
2.892,0
2.96,0
2.92,0
2.929,0
2.899,0
2.892,0
2.899,0
2.895,0
2.897,0
2.895,0
2.898,0
2.969,0
2.933,0
2.937,0
2.898,0
2.896,0
2.906,0
2.89,0
2.892,0
2.895,0
2.893,0
2.957,0
2.916,0
2.932,0
2.904,0
2.909,0
2.896,0
2.896,0
2.894,0
2.895,0
2.895,0
2.961,0
2.929,0
2.923,0
2.891,0
2.9,0
2.892,0
2.9,0
2.902,0
2.892,0
2.895,0
2.959,0
2.919,0
2.933,0
2.906,0
2.898,0
2.897,0
2.898,0
2.902,0
2.896,0
2.897,0
2.958,0
2.922,0
2.925,0
2.892,0
2.886,0
2.893,0
2.892,0
2.9,0
2.888,0
2.897,0
2.96,0
2.915,0
2.93,0
2.892,0
2.888,0
2.903,0
2.891,0
2.892,0
2.906,0
2.895,0
2.965,0
2.918,0
2.934,0
2.892,0
2.888,0
2.89,0
2.89,0
2.89,0
2.892,0
2.892,0
2.962,0
2.912,0
2.926,0
2.897,0
2.901,0
2.887,0
2.893,0
2.9,0
2.892,0
2.894,0
2.956,0
2.91,0
2.927,0
2.898,0
2.896,0
2.889,0
2.891,0
2.9,0
2.888,0
2.889,0
2.965,0
2.908,0
2.921,0
2.898,0
2.898,0
2.9,0
2.9,0
2.898,0
2.885,0
2.889,0
2.964,0
2.919,0
2.937,0
2.886,0
2.884,0
2.886,0
2.893,0
2.898,0
2.885,0
2.886,0
2.954,0
2.912,0
2.931,0
2.894,0
2.885,0
2.898,0
2.885,0
2.894,0
2.889,0
2.886,0
2.951,0
2.905,0
2.931,0
2.894,0
2.885,0
2.887,0
2.885,0
2.886,0
2.885,0
2.887,0
2.951,0
2.905,0
2.925,0
2.887,0
2.888,0
2.897,0
2.9,0
2.886,0
2.882,0
2.886,0
2.951,0
2.905,0
2.921,0
2.897,0
2.885,0
2.886,0
2.896,0
2.896,0
2.893,0
2.889,0
2.956,0
2.903,0
2.921,0
2.886,0
2.884,0
2.886,0
2.885,0
2.889,0
2.884,0
2.886,0
2.945,0
2.92,0
2.921,0
2.9,0
2.889,0
2.895,0
2.904,0
2.9,0
2.885,0
2.886,0
2.941,0
2.912,0
2.921,0
2.889,0
2.896,0
2.887,0
2.889,0
2.892,0
2.885,0
2.887,0
2.955,0
2.928,0
3.994,0
2.889,0
2.889,0
2.912,0
2.9,0
2.889,0
2.889,0
2.894,0
3.983,0
2.908,0
2.938,0
2.9,0
2.899,0
2.904,0
6.561,0
4.066,0
4.016,0
4.015,0
4.08,0
4.042,0
4.048,0
4.009,0
4.013,0
4.01,0
4.014,0
4.014,0
4.015,0
4.016,0
4.085,0
4.063,0
6.538,0
9.983,0
4.085,0
4.028,0
4.018,0
4.029,0
4.026,0
4.024,0
4.085,0
4.054,0
4.069,0
4.03,0
4.028,0
4.028,0
8.844,0
6.579,0
6.416,0
8.787,0
8.802,0
4.152,0
8.697,0
8.694,0
4.076,0
8.642,0
8.696,0
4.079,0
8.636,0
4.069,0
4.09,0
4.054,0
4.064,0
4.012,0
4.017,0
4.01,0
4.024,0
4.023,0
4.032,0
4.027,0
4.093,0
4.057,0
4.064,0
4.026,0
4.03,0
4.033,0
4.027,0
4.017,0
4.023,0
4.027,0
4.09,0
4.057,0
4.068,0
4.018,0
4.028,0
4.024,0
4.024,0
4.02,0
4.034,0
4.03,0
4.094,0
4.052,0
4.063,0
4.021,0
4.021,0
4.029,0
4.027,0
4.017,0
4.019,0
8.84,0
8.844,0
4.156,0
11.994,0
4.081,0
4.031,0
4.027,0
4.017,0
4.019,0
4.023,0
4.02,0
4.094,0
4.056,0
4.052,0
4.023,0
4.028,0
4.02,0
4.027,0
4.022,0
4.036,0
4.021,0
4.094,0
4.061,0
4.061,0
4.032,0
4.026,0
4.025,0
4.029,0
4.033,0
4.022,0
4.019,0
4.089,0
4.058,0
6.351,0
6.52,0
6.348,0
2.959,0
2.931,0
2.913,0
2.918,0
2.922,0
3.989,0
2.936,0
2.957,0
2.913,0
2.918,0
2.918,0
2.92,0
2.926,0
2.914,0
2.924,0
3.981,0
2.94,0
2.945,0
2.911,0
2.917,0
2.916,0
2.912,0
2.914,0
2.917,0
2.918,0
3.989,0
2.94,0
2.958,0
2.92,0
2.91,0
2.92,0
2.909,0
2.909,0
2.919,0
2.917,0
3.99,0
2.937,0
2.942,0
2.911,0
2.913,0
2.914,0
2.918,0
2.924,0
2.923,0
2.91,0
3.983,0
2.942,0
2.948,0
2.908,0
2.912,0
2.909,0
2.912,0
2.904,0
2.909,0
2.907,0
2.959,0
2.946,0
2.945,0
2.912,0
2.919,0
2.904,0
2.92,0
2.906,0
2.918,0
2.905,0
2.954,0
2.933,0
2.94,0
2.91,0
2.907,0
2.909,0
2.912,0
2.908,0
2.916,0
2.905,0
2.949,0
2.929,0
2.944,0
2.909,0
2.905,0
2.907,0
2.912,0
2.916,0
2.902,0
2.9,0
2.947,0
2.94,0
2.955,0
2.907,0
2.902,0
2.904,0
2.903,0
2.902,0
2.905,0
2.904,0
2.943,0
2.942,0
2.941,0
2.9,0
2.911,0
2.903,0
2.901,0
2.9,0
2.906,0
2.901,0
2.94,0
2.926,0
2.936,0
2.913,0
2.897,0
2.898,0
2.897,0
2.898,0
2.913,0
2.912,0
2.95,0
2.932,0
2.936,0
2.91,0
2.909,0
2.902,0
2.902,0
2.898,0
2.901,0
2.908,0
2.935,0
2.936,0
2.936,0
2.902,0
2.9,0
2.898,0
2.897,0
2.898,0
2.897,0
2.898,0
2.932,0
2.919,0
2.941,0
2.899,0
2.897,0
2.899,0
2.905,0
2.898,0
2.897,0
2.898,0
2.937,0
2.915,0
2.931,0
2.898,0
2.897,0
2.899,0
2.897,0
2.899,0
2.895,0
2.893,0
2.932,0
2.931,0
2.945,0
2.898,0
2.908,0
2.893,0
2.894,0
2.898,0
2.897,0
2.899,0
2.931,0
2.925,0
2.933,0
2.892,0
2.893,0
2.89,0
2.892,0
2.89,0
2.891,0
2.893,0
2.931,0
2.916,0
2.948,0
2.893,0
2.906,0
2.911,0
2.905,0
2.896,0
2.897,0
2.91,0
2.939,0
2.927,0
2.948,0
2.893,0
2.893,0
2.893,0
2.894,0
2.893,0
2.895,0
2.898,0
2.934,0
2.931,0
2.937,0
2.901,0
2.9,0
2.905,0
2.897,0
2.91,0
2.897,0
2.899,0
3.979,0
2.922,0
2.933,0
2.909,0
2.906,0
2.893,0
2.895,0
2.893,0
2.898,0
2.909,0
2.97,0
2.923,0
2.939,0
2.901,0
2.9,0
2.902,0
2.901,0
2.902,0
2.898,0
2.893,0
2.965,0
2.929,0
2.943,0
2.91,0
2.903,0
2.905,0
2.904,0
2.905,0
2.914,0
2.92,0
2.969,0
2.932,0
2.954,0
2.903,0
2.91,0
2.902,0
2.9,0
2.9,0
2.9,0
2.905,0
2.967,0
2.938,0
2.944,0
2.904,0
2.9,0
2.904,0
2.913,0
2.911,0
2.903,0
2.909,0
3.98,0
2.929,0
2.962,0
2.905,0
2.913,0
2.918,0
2.911,0
2.917,0
2.913,0
2.905,0
2.971,0
2.928,0
2.943,0
2.904,0
2.906,0
2.91,0
2.902,0
2.91,0
2.91,0
2.912,0
2.969,0
2.933,0
2.954,0
2.904,0
2.909,0
2.904,0
2.906,0
2.909,0
2.906,0
2.905,0
2.968,0
2.93,0
2.939,0
2.912,0
2.903,0
2.905,0
2.915,0
2.91,0
2.905,0
2.913,0
2.968,0
2.931,0
2.95,0
2.901,0
2.907,0
2.905,0
2.907,0
2.912,0
2.912,0
2.905,0
2.967,0
2.935,0
2.941,0
2.909,0
2.907,0
2.902,0
2.906,0
2.905,0
2.903,0
2.905,0
2.964,0
2.922,0
2.939,0
2.903,0
2.9,0
2.912,0
2.915,0
2.917,0
2.9,0
2.905,0
2.969,0
2.926,0
2.935,0
2.896,0
2.9,0
2.899,0
2.901,0
2.895,0
2.9,0
2.894,0
2.971,0
2.929,0
2.951,0
2.902,0
2.9,0
2.908,0
2.901,0
2.895,0
2.901,0
2.901,0
2.968,0
2.928,0
2.94,0
2.901,0
2.901,0
2.902,0
2.898,0
2.901,0
2.898,0
2.898,0
2.965,0
2.936,0
2.935,0
2.893,0
2.896,0
2.904,0
2.905,0
2.893,0
2.9,0
2.901,0
2.96,0
2.924,0
2.936,0
2.901,0
2.899,0
2.9,0
2.9,0
2.893,0
2.908,0
2.914,0
2.963,0
2.916,0
2.936,0
2.898,0
2.895,0
2.893,0
2.908,0
2.904,0
2.894,0
2.904,0
2.958,0
2.925,0
2.931,0
2.893,0
2.894,0
2.898,0
2.909,0
2.909,0
2.894,0
2.896,0
2.97,0
2.925,0
2.945,0
2.902,0
2.897,0
2.898,0
2.894,0
2.893,0
2.894,0
2.898,0
2.959,0
2.916,0
2.931,0
2.893,0
2.895,0
2.893,0
2.894,0
2.893,0
2.894,0
2.893,0
2.958,0
2.914,0
2.931,0
2.892,0
2.894,0
2.905,0
2.897,0
6.444,0
4.044,0
6.49,0
4.139,0
6.42,0
6.633,0
4.089,0
6.37,0
4.047,0
4.041,0
4.042,0
4.042,0
4.042,0
6.445,0
4.036,0
3.996,0
2.935,0
2.94,0
2.937,0
2.928,0
2.923,0
2.932,0
2.91,0
2.971,0
2.927,0
2.94,0
2.901,0
2.903,0
2.906,0
2.903,0
2.9,0
2.903,0
2.905,0
2.963,0
2.937,0
2.935,0
2.899,0
2.908,0
2.895,0
2.903,0
2.902,0
2.9,0
2.905,0
2.959,0
2.932,0
2.942,0
2.893,0
2.897,0
2.893,0
2.906,0
2.908,0
2.905,0
2.908,0
2.962,0
2.916,0
2.928,0
2.899,0
2.897,0
2.899,0
2.908,0
2.899,0
2.897,0
2.91,0
2.969,0
2.916,0
2.934,0
2.898,0
2.898,0
2.899,0
2.897,0
2.91,0
2.913,0
2.906,0
2.966,0
2.945,0
2.944,0
2.902,0
2.916,0
2.906,0
2.903,0
2.901,0
2.902,0
2.91,0
2.964,0
2.923,0
2.934,0
2.902,0
2.906,0
2.905,0
2.907,0
2.911,0
2.907,0
2.909,0
2.968,0
2.937,0
2.939,0
2.908,0
2.905,0
2.912,0
2.916,0
2.905,0
2.907,0
2.904,0
2.967,0
2.928,0
2.945,0
2.911,0
2.905,0
2.907,0
2.912,0
2.917,0
2.922,0
2.919,0
2.97,0
2.937,0
2.957,0
2.911,0
2.916,0
2.905,0
2.905,0
2.91,0
2.908,0
2.9,0
2.971,0
2.925,0
2.946,0
2.904,0
2.907,0
2.906,0
2.918,0
2.909,0
2.907,0
2.91,0
2.964,0
2.935,0
2.949,0
2.905,0
2.911,0
2.907,0
2.906,0
2.902,0
2.904,0
2.916,0
2.966,0
2.928,0
2.944,0
2.902,0
2.906,0
2.916,0
2.91,0
2.909,0
2.916,0
2.91,0
2.965,0
2.93,0
2.948,0
2.909,0
2.91,0
2.905,0
2.901,0
2.905,0
2.902,0
2.905,0
2.964,0
2.937,0
2.948,0
2.917,0
2.906,0
2.904,0
2.911,0
2.905,0
2.899,0
2.902,0
3.979,0
2.941,0
2.94,0
2.914,0
2.911,0
2.902,0
2.91,0
2.906,0
2.9,0
2.902,0
2.965,0
2.938,0
2.945,0
2.905,0
2.903,0
2.902,0
2.903,0
2.911,0
2.904,0
2.9,0
2.967,0
2.929,0
2.944,0
2.902,0
2.906,0
2.904,0
2.902,0
2.912,0
2.9,0
2.902,0
2.969,0
2.934,0
2.951,0
2.91,0
2.911,0
2.902,0
2.901,0
2.909,0
2.905,0
2.912,0
2.968,0
2.923,0
2.951,0
2.905,0
2.9,0
2.893,0
2.894,0
2.893,0
2.902,0
2.898,0
2.966,0
2.923,0
2.936,0
2.916,0
2.908,0
6.446,0
4.074,0
6.336,0
2.971,0
2.926,0
3.992,0
2.955,0
2.957,0
2.915,0
2.908,0
2.911,0
2.918,0
2.916,0
2.905,0
2.905,0
2.964,0
2.928,0
2.944,0
2.904,0
2.908,0
2.909,0
2.898,0
2.906,0
2.905,0
2.9,0
2.967,0
2.926,0
2.94,0
2.902,0
2.902,0
2.901,0
2.913,0
2.902,0
2.898,0
2.897,0
3.979,0
2.925,0
2.95,0
2.9,0
2.908,0
2.894,0
2.891,0
2.897,0
2.902,0
2.897,0
2.964,0
2.918,0
2.93,0
2.895,0
2.893,0
2.894,0
2.898,0
2.897,0
2.893,0
2.894,0
2.959,0
2.918,0
2.93,0
2.894,0
2.892,0
2.894,0
6.417,0
4.056,0
4.027,0
4.037,0
4.102,0
4.08,0
6.38,0
3.979,0
2.934,0
2.922,0
2.922,0
2.916,0
2.904,0
2.913,0
2.968,0
2.922,0
2.933,0
2.913,0
2.91,0
2.914,0
2.9,0
2.908,0
2.903,0
2.913,0
2.965,0
2.927,0
2.94,0
2.905,0
2.903,0
2.905,0
2.906,0
2.893,0
2.895,0
2.899,0
2.958,0
2.911,0
2.934,0
2.899,0
2.904,0
2.893,0
2.897,0
2.893,0
2.894,0
2.893,0
2.959,0
2.913,0
2.937,0
2.904,0
2.897,0
2.893,0
2.905,0
2.904,0
2.899,0
2.902,0
3.983,0
2.937,0
2.943,0
2.902,0
2.906,0
2.899,0
2.905,0
2.901,0
2.905,0
2.902,0
2.961,0
2.926,0
2.939,0
2.898,0
2.894,0
2.896,0
2.9,0
2.901,0
2.905,0
2.901,0
2.968,0
2.938,0
2.95,0
2.904,0
2.906,0
2.902,0
2.909,0
2.905,0
2.915,0
2.906,0
2.966,0
2.928,0
2.94,0
2.916,0
2.905,0
2.902,0
2.905,0
2.896,0
2.9,0
2.896,0
2.965,0
2.922,0
2.944,0
2.896,0
2.902,0
2.9,0
2.899,0
2.914,0
2.903,0
2.92,0
2.972,0
2.925,0
2.939,0
2.911,0
2.9,0
2.908,0
2.9,0
2.9,0
2.898,0
2.901,0
2.971,0
2.924,0
2.94,0
2.906,0
2.903,0
2.902,0
2.904,0
2.895,0
2.906,0
2.911,0
2.965,0
2.935,0
2.936,0
2.901,0
2.906,0
2.896,0
2.901,0
2.913,0
2.9,0
2.909,0
2.968,0
2.928,0
2.936,0
2.905,0
2.899,0
2.899,0
2.904,0
2.909,0
2.901,0
2.896,0
2.962,0
2.921,0
2.933,0
2.913,0
2.907,0
2.902,0
2.897,0
2.909,0
2.901,0
2.897,0
2.965,0
2.925,0
2.944,0
2.902,0
2.899,0
2.902,0
2.898,0
2.902,0
2.91,0
2.91,0
2.962,0
2.919,0
2.934,0
2.893,0
2.9,0
2.893,0
2.897,0
2.894,0
2.897,0
2.895,0
2.965,0
2.92,0
2.936,0
2.897,0
2.908,0
2.91,0
2.908,0
2.893,0
2.908,0
2.891,0
2.959,0
2.913,0
2.933,0
2.893,0
2.906,0
2.893,0
2.894,0
2.894,0
2.907,0
2.903,0
2.961,0
2.921,0
2.947,0
2.893,0
2.894,0
2.893,0
2.894,0
2.909,0
2.894,0
2.908,0
2.961,0
2.93,0
2.946,0
2.898,0
2.908,0
2.91,0
2.897,0
2.898,0
2.894,0
2.898,0
2.962,0
2.919,0
2.931,0
2.898,0
2.897,0
2.893,0
2.897,0
2.893,0
2.894,0
2.898,0
2.958,0
2.92,0
2.936,0
2.893,0
2.897,0
2.898,0
2.894,0
2.893,0
2.894,0
2.893,0
2.967,0
2.928,0
2.937,0
2.893,0
2.904,0
2.893,0
2.894,0
2.897,0
2.9,0
2.903,0
2.963,0
2.916,0
2.935,0
2.908,0
2.901,0
2.902,0
2.911,0
2.902,0
2.914,0
2.906,0
2.967,0
2.926,0
2.949,0
2.905,0
2.904,0
2.905,0
2.902,0
2.901,0
2.906,0
2.902,0
2.962,0
2.923,0
2.951,0
2.901,0
2.901,0
2.9,0
2.901,0
2.905,0
2.907,0
2.917,0
2.972,0
2.927,0
2.942,0
2.918,0
2.905,0
2.907,0
2.907,0
2.906,0
2.9,0
2.902,0
2.961,0
2.929,0
2.94,0
2.899,0
2.896,0
2.902,0
2.902,0
2.904,0
2.904,0
2.905,0
3.983,0
2.942,0
2.941,0
2.908,0
2.907,0
2.905,0
2.914,0
2.905,0
2.907,0
2.905,0
2.963,0
2.928,0
2.935,0
2.902,0
2.898,0
2.902,0
2.899,0
2.896,0
2.902,0
2.905,0
2.959,0
2.927,0
2.942,0
2.896,0
2.9,0
2.904,0
2.903,0
2.903,0
2.903,0
2.905,0
2.967,0
2.927,0
2.943,0
2.914,0
2.906,0
2.896,0
2.899,0
2.903,0
2.902,0
2.905,0
3.979,0
2.93,0
2.941,0
2.893,0
2.901,0
2.896,0
2.9,0
2.902,0
2.901,0
2.902,0
2.965,0
2.927,0
2.936,0
2.902,0
2.9,0
2.901,0
2.9,0
2.907,0
2.9,0
2.903,0
2.96,0
2.918,0
2.947,0
2.893,0
2.908,0
2.91,0
2.909,0
2.909,0
2.9,0
2.9,0
2.963,0
2.933,0
2.951,0
2.911,0
2.903,0
2.912,0
2.9,0
2.898,0
2.906,0
2.898,0
2.96,0
2.926,0
2.935,0
2.893,0
2.894,0
2.893,0
2.894,0
2.893,0
2.894,0
2.893,0
2.96,0
2.917,0
2.933,0
2.893,0
2.894,0
2.898,0
2.908,0
2.893,0
2.894,0
2.91,0
2.961,0
2.935,0
2.947,0
6.436,0
4.053,0
4.01,0
4.013,0
4.017,0
6.298,0
6.452,0
4.098,0
4.057,0
4.055,0
4.009,0
4.01,0
4.015,0
4.01,0
4.014,0
4.008,0
4.014,0
4.079,0
4.051,0
6.359,0
6.471,0
6.36,0
2.958,0
2.914,0
2.911,0
2.91,0
2.9,0
2.967,0
2.924,0
2.939,0
2.902,0
2.905,0
2.911,0
2.912,0
2.909,0
2.921,0
2.911,0
2.969,0
2.934,0
2.954,0
2.92,0
2.919,0
2.908,0
2.913,0
2.908,0
2.914,0
2.91,0
3.98,0
2.933,0
2.96,0
2.911,0
2.911,0
2.91,0
2.914,0
2.907,0
2.91,0
2.91,0
2.971,0
2.935,0
2.95,0
2.909,0
2.923,0
2.921,0
2.929,0
