t_ms,theta_deg,theta_dot,x_cm,x_dot_cm,u,yref
10911,344.5500183105469,335.4954833984375,-1.6785218715667725,-26.907474517822266,-12.0,-0.06959819793701172
10921,347.9999694824219,340.2469177246094,-2.0018436908721924,-29.61981964111328,-12.0,-0.07692432403564453
10931,351.75,357.623046875,-2.3595614433288574,-32.69580078125,-12.0,-0.054945945739746094
10941,355.3499755859375,358.81158447265625,-2.7310376167297363,-34.92170715332031,-12.0,-0.06959819793701172
10951,359.10003662109375,366.9067687988281,-3.116272211074829,-36.72258758544922,-12.0,-0.07692432403564453
10961,2.8499999046325684,370.9525146484375,-3.522144317626953,-38.65489959716797,-12.0,-0.054945945739746094
10971,6.59999942779541,372.97625732421875,-3.941774845123291,-40.30897521972656,-12.0,-0.062272071838378906
10981,10.350000381469727,373.9881286621094,-4.368284225463867,-41.4799690246582,-12.0,0.0036630630493164062
10990,13.80000114440918,359.4941101074219,-4.760397911071777,-40.345664978027344,-12.0,-0.04761981964111328
11000,17.400001525878906,359.7470703125,-5.207545280456543,-42.53020095825195,-12.0,-0.04761981964111328
11011,21.44999885559082,382.3735656738281,-5.702847003936768,-46.03017807006836,-12.0,-0.054945945739746094
11021,25.05000114440918,371.1867980957031,-6.1568732261657715,-45.71641159057617,-12.0,-0.062272071838378906
11031,28.649999618530273,365.5933532714844,-6.617778778076172,-45.90346908569336,-12.0,-0.054945945739746094
11041,31.950000762939453,347.7966003417969,-7.078684329986572,-45.997013092041016,-12.0,0.0036630630493164062
11051,35.249996185302734,338.89825439453125,-7.546468734741211,-46.38774108886719,-12.0,-0.04761981964111328
11061,38.54999923706055,334.44927978515625,-8.021133422851562,-46.927101135253906,-12.0,-0.04761981964111328
11071,41.54999923706055,317.2246398925781,-8.495797157287598,-47.196739196777344,-12.0,-0.04761981964111328
11081,44.55000305175781,308.6123046875,-8.970460891723633,-47.33155822753906,-12.0,-0.054945945739746094
11091,47.249996185302734,289.3060607910156,-9.445124626159668,-47.39897155761719,-12.0,-0.04761981964111328
11100,49.64999771118164,264.65313720703125,-9.878514289855957,-45.36893844604492,-12.0,-0.054945945739746094
11111,52.349998474121094,267.3264465332031,-10.40133285522461,-48.82539367675781,-12.0,-0.04761981964111328
11121,54.599998474121094,246.16326904296875,-10.875996589660645,-48.1458854675293,-12.0,-0.054945945739746094
11131,56.69999694824219,228.0816192626953,-11.357539176940918,-48.15009307861328,-12.0,-0.054945945739746094
11141,58.650001525878906,211.5408935546875,-11.839081764221191,-48.15219497680664,-12.0,-0.04029369354248047
11151,60.45000457763672,195.77049255371094,-12.320625305175781,-48.153282165527344,-12.0,-0.054945945739746094
11161,61.94999694824219,172.88516235351562,-12.802168846130371,-48.15378952026367,-12.0,0.0036630630493164062
11171,63.30000305175781,153.94259643554688,-13.2905912399292,-48.4980354309082,-12.0,-0.054945945739746094
11181,64.5,136.97109985351562,-13.772134780883789,-48.32616424560547,-12.0,0.0036630630493164062
11191,65.55000305175781,120.98579406738281,-14.2605562210083,-48.58414840698242,-12.0,0.0036630630493164062
11200,66.29999542236328,97.99268341064453,-14.69394588470459,-45.96156311035156,-12.0,-0.054945945739746094
11211,66.9000015258789,78.99658203125,-15.230521202087402,-49.80957794189453,-12.0,0.0036630630493164062
11221,67.35000610351562,61.998294830322266,-15.712064743041992,-48.98193359375,-12.0,0.0036630630493164062
11231,67.5,38.49903869628906,-16.1936092376709,-48.56818771362305,-12.0,-0.04761981964111328
11241,67.5,19.24951934814453,-16.682029724121094,-48.705162048339844,-12.0,-0.054945945739746094
11251,67.35000610351562,2.1248703002929688,-17.163572311401367,-48.429725646972656,-12.0,-0.054945945739746094
11261,67.04999542236328,-13.937685012817383,-17.645116806030273,-48.292083740234375,-12.0,-0.06959819793701172
11271,66.29999542236328,-44.46897506713867,-18.1335391998291,-48.56711196899414,2.856107473373413,-0.054945945739746094
11281,65.55000305175781,-59.73427200317383,-18.573806762695312,-46.296966552734375,2.872070789337158,-0.07692432403564453
11291,64.5,-82.36738586425781,-18.9315242767334,-41.03434753417969,3.554654359817505,-0.062272071838378906
11300,63.30000305175781,-101.18348693847656,-19.192934036254883,-33.58765411376953,4.984724998474121,-0.04029369354248047
11311,61.64999771118164,-133.09188842773438,-19.447463989257812,-29.52031135559082,6.984275817871094,-0.06959819793701172
11321,59.70000076293945,-164.04586791992188,-19.60568618774414,-22.67125701904297,7.996936321258545,-0.062272071838378906
11331,57.60000228881836,-187.0227508544922,-19.708873748779297,-16.495006561279297,9.693371772766113,-0.054945945739746094
11341,55.349998474121094,-206.0115966796875,-19.75014877319336,-10.311240196228027,11.269110679626465,-0.06959819793701172
11351,52.650001525878906,-238.00570678710938,-19.729511260986328,-4.123788833618164,12.0,-0.04761981964111328
11361,49.79999923706055,-261.50299072265625,-19.66071891784668,1.377740502357483,12.0,-0.054945945739746094
11371,46.650001525878906,-288.2513732910156,-19.543773651123047,6.536160469055176,12.0,0.0036630630493164062
11381,43.349998474121094,-309.1258239746094,-19.378671646118164,11.523099899291992,12.0,-0.054945945739746094
11391,39.900001525878906,-327.062744140625,-19.17229652404785,16.080381393432617,12.0,-0.06959819793701172
11400,36.45000076293945,-336.0314025878906,-18.959041595458984,18.702865600585938,12.0,0.010989189147949219
11411,32.25,-378.0158386230469,-18.649478912353516,24.829641342163086,12.0,-0.054945945739746094
11421,28.19999885559082,-391.5078430175781,-18.339916229248047,27.892953872680664,12.0,-0.054945945739746094
11431,23.850000381469727,-413.25396728515625,-18.00283432006836,30.80051040649414,12.0,-0.06959819793701172
11441,19.5,-424.126953125,-17.651996612548828,32.94219970703125,12.0,-0.054945945739746094
11451,15.149999618530273,-429.5635070800781,-17.273639678955078,35.38887023925781,12.0,-0.054945945739746094
11461,10.500000953674316,-447.28173828125,-16.881526947021484,37.30011749267578,12.0,-0.04761981964111328
11471,5.849999904632568,-456.1408996582031,-16.47565460205078,38.94365310668945,12.0,-0.07692432403564453
11481,1.1999999284744263,-460.5704650878906,-16.0560245513916,40.453330993652344,12.0,-0.07692432403564453
11491,356.5500183105469,-462.7857360839844,-15.629514694213867,41.55216598510742,12.0,0.0036630630493164062
11500,352.3500061035156,-441.3924865722656,-15.237401008605957,40.38176727294922,12.0,0.0036630630493164062
11511,347.0999755859375,-483.1968078613281,-14.748978614807129,44.612022399902344,12.0,-0.062272071838378906
11521,342.4499816894531,-474.0980529785156,-14.294952392578125,45.0073356628418,12.0,-0.04761981964111328
11531,337.79998779296875,-469.54864501953125,-13.840925216674805,45.20499038696289,12.0,0.0036630630493164062
11541,333.1499938964844,-467.2752990722656,-13.380021095275879,45.647735595703125,12.0,0.0036630630493164062
11551,328.8000183105469,-451.1368408203125,-12.912236213684082,46.213104248046875,12.0,-0.06959819793701172
11561,324.45001220703125,-443.0689392089844,-12.444450378417969,46.495826721191406,12.0,-0.054945945739746094
11571,320.25,-431.5340881347656,-11.976666450500488,46.63714599609375,12.0,-0.06959819793701172
11581,316.1999816894531,-418.2671203613281,-11.502001762390137,47.05176544189453,12.0,-0.054945945739746094
11591,312.29998779296875,-404.1341247558594,-11.027338027954102,47.25907516479492,12.0,-0.120880126953125
11600,308.8500061035156,-374.56622314453125,-10.600828170776367,44.95503616333008,12.0,-0.062272071838378906
11611,304.95001220703125,-382.28363037109375,-10.078009605407715,48.61844253540039,12.0,-0.04761981964111328
11621,301.5000305175781,-363.6409606933594,-9.60334587097168,48.04241180419922,12.0,-0.04761981964111328
11631,298.20001220703125,-346.82147216796875,-9.121803283691406,48.09835433959961,12.0,-0.054945945739746094
11641,295.20001220703125,-323.4098815917969,-8.647139549255371,47.78236770629883,12.0,-0.054945945739746094
11651,292.20001220703125,-311.7054748535156,-8.165596008300781,47.96836853027344,12.0,-0.06959819793701172
11661,289.5,-290.852783203125,-7.68405294418335,48.06133270263672,12.0,-0.054945945739746094
11671,287.1000061035156,-265.4259948730469,-7.202509880065918,48.10781478881836,12.0,-0.054945945739746094
11681,284.8500061035156,-245.21302795410156,-6.720966815948486,48.13105392456055,12.0,-0.062272071838378906
11691,282.75,-227.6070098876953,-6.239423751831055,48.142696380615234,12.0,-0.06959819793701172
11700,281.1000061035156,-196.3040008544922,-5.799155235290527,46.08475875854492,12.0,-0.06959819793701172
11711,279.3000183105469,-188.1506805419922,-5.269457817077637,49.52725601196289,12.0,-0.054945945739746094
11721,277.79998779296875,-169.0762939453125,-4.781035900115967,49.18473434448242,12.0,-0.06959819793701172
11731,276.6000061035156,-144.53726196289062,-4.299492359161377,48.66953659057617,12.0,-0.04761981964111328
11741,275.54998779296875,-124.76954650878906,-3.811069965362549,48.755889892578125,12.0,-0.054945945739746094
11751,274.8000183105469,-99.88388061523438,-3.329526901245117,48.45509338378906,12.0,-0.04761981964111328
11761,274.1999816894531,-79.94286346435547,-2.841104507446289,48.64866638183594,12.0,-0.054945945739746094
11771,273.8999938964844,-54.97052764892578,-2.35268235206604,48.74544906616211,12.0,-0.04761981964111328
11781,273.75,-34.986175537109375,-1.8711391687393188,48.44987869262695,12.0,-0.054945945739746094
11790,273.75,-17.493087768554688,-1.4308710098266602,46.238346099853516,12.0,-0.06959819793701172
11800,273.8999938964844,-1.245630145072937,-0.9355695843696594,47.884246826171875,12.0,0.0036630630493164062
11811,274.5,29.376741409301758,-0.3989928960800171,50.770957946777344,12.0,-0.062272071838378906
11821,275.25,52.188838958740234,0.096308633685112,50.15055465698242,2.652874708175659,-0.062272071838378906
11831,276.1500244140625,71.09444427490234,0.5572142004966736,48.12055969238281,2.391683340072632,-0.04761981964111328
11841,277.20001220703125,88.04679107666016,0.9630862474441528,44.353885650634766,1.7618334293365479,-0.054945945739746094
11851,278.6999816894531,119.0229721069336,1.3139249086380005,39.7188720703125,0.6761736273765564,0.0036630630493164062
11861,280.1999816894531,134.5110626220703,1.623488426208496,35.33761215209961,-0.5476080775260925,-0.054945945739746094
11871,282.1499938964844,164.75648498535156,1.8848974704742432,30.739255905151367,-1.8016959428787231,-0.054945945739746094
11880,283.95001220703125,172.37828063964844,2.0706355571746826,24.65653419494629,-2.965048313140869,-0.054945945739746094
11890,286.20001220703125,198.68919372558594,2.235736131668091,20.583295822143555,-4.748505115509033,-0.054945945739746094
11900,288.7499694824219,226.84375,2.35268235206604,16.13895606994629,-5.775804042816162,-0.054945945739746094
11911,291.75,263.4223937988281,2.414594888687134,11.16511058807373,-6.84576940536499,-0.06959819793701172
11921,294.7500305175781,281.7117004394531,2.421473979949951,5.926511287689209,-7.867658615112305,-0.06959819793701172
11931,298.04998779296875,305.85546875,2.3801989555358887,0.8995007872581482,-9.270605087280273,-0.04761981964111328
11941,301.5000305175781,325.4282531738281,2.2976489067077637,-3.6777594089508057,-10.477189064025879,-0.09890174865722656
