t_ms,theta_deg,theta_dot,x_cm,x_dot_cm,u
48153,9.75,127.79592895507812,-17.782699584960938,4.203895392974451e-43,0.0
48163,10.949999809265137,123.89793395996094,-17.782699584960938,2.802596928649634e-43,0.0
48173,12.149999618530273,121.94898986816406,-17.782699584960938,1.401298464324817e-43,0.0
48182,13.19999885559082,113.47447967529297,-17.782699584960938,0.0,0.0
48193,14.40000057220459,116.7373046875,-17.782699584960938,0.0,0.0
48202,15.299999237060547,103.36859130859375,-17.782699584960938,0.0,0.0
48213,16.349998474121094,104.18428802490234,-17.782699584960938,0.0,0.0
48223,17.25,97.0921630859375,-17.782699584960938,0.0,0.0
48233,18.149999618530273,93.54609680175781,-17.782699584960938,0.0,0.0
48243,18.899999618530273,84.27301025390625,-17.782699584960938,0.0,0.0
48253,19.649999618530273,79.63655090332031,-17.782699584960938,0.0,0.0
48263,20.25,69.81826782226562,-17.782699584960938,0.0,0.0
48273,20.849998474121094,64.90911865234375,-17.782699584960938,0.0,0.0
48282,21.299999237060547,54.954566955566406,-17.782699584960938,0.0,0.0
48293,21.749998092651367,49.977294921875,-17.782699584960938,0.0,0.0
48302,22.049999237060547,39.98868179321289,-17.782699584960938,0.0,0.0
48313,22.349998474121094,34.99428939819336,-17.782699584960938,0.0,0.0
48323,22.5,24.99720573425293,-17.782699584960938,0.0,0.0
48333,22.649999618530273,19.998577117919922,-17.782699584960938,0.0,0.0
48343,22.649999618530273,9.999288558959961,-17.782699584960938,0.0,0.0
48353,22.5,-2.5003304481506348,-17.782699584960938,0.0,0.0
48363,22.349998474121094,-8.750225067138672,-17.782699584960938,0.0,0.0
48373,22.19999885559082,-11.875086784362793,-17.782699584960938,0.0,0.0
48382,21.899999618530273,-20.937578201293945,-17.782699584960938,0.0,0.0
48393,21.44999885559082,-32.968711853027344,-17.782699584960938,0.0,0.0
48402,21.000001907348633,-38.9843635559082,-17.782699584960938,0.0,0.0
48413,20.39999771118164,-49.492252349853516,-17.782699584960938,0.0,0.0
48423,19.799999237060547,-54.74610900878906,-17.782699584960938,0.0,0.0
48433,19.049999237060547,-64.87301635742188,-17.782699584960938,0.0,0.0
48443,18.299999237060547,-69.9365463256836,-17.782699584960938,0.0,0.0
48453,17.55000114440918,-72.46823120117188,-17.782699584960938,0.0,0.0
48463,16.649999618530273,-81.234130859375,-17.782699584960938,0.0,0.0
48473,15.600000381469727,-93.1170654296875,-17.782699584960938,0.0,0.0
48482,14.699999809265137,-91.55855560302734,-17.782699584960938,0.0,0.0
48493,13.500000953674316,-105.77923583984375,-17.782699584960938,0.0,0.0
48502,12.600000381469727,-97.8896484375,-17.782699584960938,0.0,0.0
48513,11.25,-116.4448013305664,-17.782699584960938,0.0,0.0
48523,10.050000190734863,-118.22240447998047,-17.782699584960938,0.0,0.0
48533,8.850000381469727,-119.1112060546875,-17.782699584960938,0.0,0.0
48543,7.649999618530273,-119.55560302734375,-17.782699584960938,0.0,0.0
48553,6.300000190734863,-127.27779388427734,-17.782699584960938,0.0,0.0
48563,4.949999809265137,-131.13890075683594,-17.782699584960938,0.0,0.0
48573,3.6000001430511475,-133.06942749023438,-17.782699584960938,0.0,0.0
48582,2.3999998569488525,-126.53471374511719,-17.782699584960938,0.0,0.0
48593,0.9000000357627869,-138.26736450195312,-17.782699584960938,0.0,0.0
48602,359.70001220703125,-129.1336669921875,-17.782699584960938,0.0,0.0
48613,358.20001220703125,-139.56640625,-17.782699584960938,0.0,0.0
48623,356.8500061035156,-137.28321838378906,-17.782699584960938,0.0,0.0
48633,355.5,-136.14163208007812,-17.782699584960938,0.0,0.0
48643,354.1500244140625,-135.5708465576172,-17.782699584960938,0.0,0.0
48653,352.9499816894531,-127.78589630126953,-17.782699584960938,0.0,0.0
48663,351.6000061035156,-131.39297485351562,-17.782699584960938,0.0,0.0
48673,350.3999938964844,-125.69696807861328,-17.782699584960938,0.0,0.0
48682,349.3500061035156,-115.34803771972656,-17.782699584960938,0.0,0.0
48693,347.9999694824219,-125.1740493774414,-17.782699584960938,0.0,0.0
48702,347.0999755859375,-107.58704376220703,-17.782699584960938,0.0,0.0
48713,345.9000244140625,-113.7926254272461,-17.782699584960938,0.0,0.0
48723,344.8499755859375,-109.39724731445312,-17.782699584960938,0.0,0.0
48733,343.9499816894531,-99.69864654541016,-17.782699584960938,0.0,0.0
48743,343.0500183105469,-94.8493423461914,-17.782699584960938,0.0,0.0
48753,342.1499938964844,-92.42469024658203,-17.782699584960938,0.0,0.0
48763,341.4000244140625,-83.7114486694336,-17.782699584960938,0.0,0.0
48773,340.6500244140625,-79.35619354248047,-17.782699584960938,0.0,0.0
48782,340.04998779296875,-69.67765045166016,-17.782699584960938,0.0,0.0
48793,339.4499816894531,-64.83975219726562,-17.782699584960938,0.0,0.0
