t_ms,theta_deg,theta_dot,x_cm,x_dot_cm,u,yref
37731,318.0,101.20929718017578,-0.770469069480896,35.879188537597656,-5.167727947235107,0.8168497085571289
37741,319.3500061035156,118.10468292236328,-0.5503350496292114,28.9462947845459,-6.754248142242432,0.8168497085571289
37751,321.1499938964844,149.0523681640625,-0.39211371541023254,22.384214401245117,-8.575060844421387,0.8168497085571289
37761,323.1000061035156,172.0257568359375,-0.29580506682395935,16.007539749145508,-10.159062385559082,0.8168497085571289
37771,325.20001220703125,191.0133819580078,-0.26140913367271423,9.723566055297852,-11.73412036895752,0.8168497085571289
37781,327.75,223.00584411621094,-0.29580506682395935,3.141986608505249,-12.0,0.8168497085571289
37790,330.1499938964844,231.50387573242188,-0.364596962928772,-1.8686010837554932,-12.0,0.8168497085571289
37800,332.85003662109375,250.75196838378906,-0.4953015148639679,-7.469529151916504,-12.0,0.8095235824584961
37811,336.29998779296875,297.8751525878906,-0.6947979927062988,-13.709588050842285,-12.0,0.8168497085571289
37821,339.4499816894531,306.4376220703125,-0.9149319529533386,-17.861492156982422,-12.0,0.8168497085571289
37831,342.75,318.21978759765625,-1.1832202672958374,-22.345165252685547,-12.0,0.8095235824584961
37841,346.20001220703125,331.60906982421875,-1.485904574394226,-26.30679702758789,-12.0,0.8241758346557617
37851,349.9499816894531,353.3041687011719,-1.809226393699646,-29.319486618041992,-12.0,0.8168497085571289
37861,353.54998779296875,356.65216064453125,-2.1669442653656006,-32.54563522338867,-12.0,0.8168497085571289
37871,357.4499816894531,373.32659912109375,-2.5384202003479004,-34.846622467041016,-12.0,0.8168497085571289
37881,1.3499999046325684,381.663330078125,-2.937413215637207,-37.37295913696289,-12.0,0.8095235824584961
37890,4.799999713897705,363.3316650390625,-3.308889389038086,-37.26028060913086,-12.0,0.8095235824584961
37900,8.550000190734863,369.16583251953125,-3.7285196781158447,-39.61166763305664,-12.0,0.8168497085571289
37911,12.750000953674316,394.5829162597656,-4.2100629806518555,-43.88300323486328,-12.0,0.8168497085571289
37921,16.649999618530273,392.29144287109375,-4.650331020355225,-43.95489501953125,-12.0,0.8168497085571289
37931,20.39999771118164,383.6456604003906,-5.1043572425842285,-44.67877197265625,-12.0,0.8168497085571289
37941,24.0,371.82293701171875,-5.558383941650391,-45.04071044921875,-12.0,0.8168497085571289
37951,27.750001907348633,373.4114074707031,-6.019289493560791,-45.565635681152344,-12.0,0.8168497085571289
37961,31.200000762939453,359.2057189941406,-6.480194568634033,-45.82807922363281,-12.0,0.8168497085571289
37971,34.650001525878906,352.1028747558594,-6.954859256744385,-46.64727020263672,-12.0,0.8168497085571289
37981,38.099998474121094,348.5514221191406,-7.422643661499023,-46.712867736816406,-12.0,0.8168497085571289
37991,41.25,331.7756042480469,-7.897307872772217,-47.089622497558594,-12.0,0.8168497085571289
38000,43.95000076293945,300.8878479003906,-8.323817253112793,-44.87031173706055,-12.0,0.8168497085571289
38011,47.249996185302734,315.4438781738281,-8.853514671325684,-48.91999816894531,-12.0,0.8168497085571289
38021,49.94999694824219,292.72198486328125,-9.335058212280273,-48.53718185424805,-12.0,0.8168497085571289
38031,52.5,273.8609924316406,-9.823480606079102,-48.689693450927734,-12.0,0.8095235824584961
38041,54.89999771118164,256.9304504394531,-10.305023193359375,-48.421993255615234,-12.0,0.8168497085571289
38051,57.150001525878906,240.96524047851562,-10.793445587158203,-48.632137298583984,-12.0,0.8168497085571289
38061,59.39999771118164,232.98251342773438,-11.281867980957031,-48.73717498779297,-12.0,0.8168497085571289
38071,61.19999694824219,206.49130249023438,-11.77029037475586,-48.78969192504883,-12.0,0.8021974563598633
38081,62.849998474121094,185.74578857421875,-12.25183391571045,-48.47203063964844,-12.0,0.8168497085571289
38091,64.5,175.37269592285156,-12.740256309509277,-48.65711975097656,-12.0,0.8168497085571289
38100,65.69999694824219,147.68649291992188,-13.180523872375488,-46.34197235107422,-12.0,0.8095235824584961
38111,66.9000015258789,133.84336853027344,-13.723979949951172,-50.34377670288086,-12.0,0.8168497085571289
38121,67.80000305175781,111.92169952392578,-14.21240234375,-49.5930290222168,-12.0,0.8168497085571289
38131,68.54999542236328,93.46063995361328,-14.707703590393066,-49.56157302856445,-12.0,0.8168497085571289
38141,69.1500015258789,76.7305679321289,-15.196126937866211,-49.201927185058594,-12.0,0.8168497085571289
38151,69.44999694824219,53.36505889892578,-15.691428184509277,-49.36602020263672,-12.0,0.8168497085571289
38161,69.60000610351562,34.182762145996094,-16.17984962463379,-49.10407638549805,-12.0,0.8168497085571289
38171,69.60000610351562,17.091381072998047,-16.675151824951172,-49.31717300415039,-12.0,0.8168497085571289
38181,69.30000305175781,-6.454429626464844,-17.163572311401367,-49.07965087890625,-12.0,0.8168497085571289
38191,68.8499984741211,-25.727222442626953,-17.658876419067383,-49.30495834350586,1.8020288944244385,0.8168497085571289
38200,68.25000762939453,-42.8635139465332,-18.064746856689453,-44.946075439453125,1.824442982673645,0.8168497085571289
