t_ms,theta_deg,theta_dot,x_cm,x_dot_cm,u,yref,tempo_computacional,cod_erro
15652,178.5,-0.2655084431171417,0.0,0.0,0.0,0.0,0.0,0.0
15662,178.5,-0.13275422155857086,0.0,0.0,0.0,0.0,0.0,0.0
15672,178.5,-0.06637711077928543,0.0,0.0,0.0,0.0,0.0,0.0
15681,178.5,-0.033188555389642715,0.0,0.0,0.0,0.0,0.0,0.0
15692,178.5,-0.016594277694821358,0.0,0.0,0.0,0.0,0.0,0.0
15701,178.5,-0.008297138847410679,0.0,0.0,0.0,0.0,0.0,0.0
15712,178.5,-0.004148569423705339,0.0,0.0,0.0,0.0,0.0,0.0
15722,178.5,-0.0020742847118526697,0.0,0.0,0.0,0.0,0.0,0.0
15732,178.5,-0.0010371423559263349,0.0,0.0,0.0,0.0,0.0,0.0
15742,178.5,-0.0005185711779631674,0.0,0.0,0.0,0.0,0.0,0.0
15752,178.5,-0.0002592855889815837,0.0,0.0,0.0,0.0,0.0,0.0
15762,178.5,-0.00012964279449079186,0.0,0.0,0.0,0.0,0.0,0.0
15772,178.5,-6.482139724539593e-05,0.0,0.0,0.0,0.0,0.0,0.0
15781,178.5,-3.2410698622697964e-05,0.0,0.0,0.0,0.0,0.0,0.0
15792,178.5,-1.6205349311348982e-05,0.0,0.0,0.0,0.0,0.0,0.0
15801,178.5,-8.102674655674491e-06,0.0,0.0,0.0,0.0,0.0,0.0
15812,178.5,-4.0513373278372455e-06,0.0,0.0,0.0,0.0,0.0,0.0
15822,178.5,-2.0256686639186228e-06,0.0,0.0,0.0,0.0,0.0,0.0
15832,178.5,-1.0128343319593114e-06,0.0,0.0,0.0,0.0,0.0,0.0
15842,178.5,-5.064171659796557e-07,0.0,0.0,0.0,0.0,0.0,0.0
15852,178.5,-2.5320858298982785e-07,0.0,0.0,0.0,0.0,0.0,0.0
15862,178.5,-1.2660429149491392e-07,0.0,0.0,0.0,0.0,0.0,0.0
15872,178.5,-6.330214574745696e-08,0.0,0.0,0.0,0.0,0.0,0.0
15881,178.5,-3.165107287372848e-08,0.0,0.0,0.0,0.0,0.0,0.0
15892,178.5,-1.582553643686424e-08,0.0,0.0,0.0,0.0,0.0,0.0
15901,178.5,-7.91276821843212e-09,0.0,0.0,0.0,0.0,0.0,0.0
15912,178.5,-3.95638410921606e-09,0.0,0.0,0.0,0.0,0.0,0.0
15922,178.5,-1.97819205460803e-09,0.0,0.0,0.0,0.0,0.0,0.0
15932,178.5,-9.89096027304015e-10,0.0,0.0,0.0,0.0,0.0,0.0
15942,178.5,-4.945480136520075e-10,0.0,0.0,0.0,0.0,0.0,0.0
15952,178.5,-2.4727400682600376e-10,0.0,0.0,0.0,0.0,0.0,0.0
15962,178.5,-1.2363700341300188e-10,0.0,0.0,0.0,0.0,0.0,0.0
