t_ms,theta_deg,theta_dot,x_cm,x_dot_cm,u,yref,tempo_computacional,cod_erro
9285,179.40000915527344,-0.001964434515684843,0.0,0.0,0.0,0.0,0.0,0.0
9296,179.25,-7.5012125968933105,0.0,0.0,0.0,0.0,0.0,0.0
9306,179.25,-3.7506062984466553,0.0,0.0,0.0,0.0,0.0,0.0
9316,179.25,-1.8753031492233276,0.0,0.0,0.0,0.0,0.0,0.0
9326,179.25,-0.9376515746116638,0.0,0.0,0.0,0.0,0.0,0.0
9336,179.10000610351562,-7.968373775482178,0.0,0.0,0.0,0.0,0.0,0.0
9346,179.10000610351562,-3.984186887741089,0.0,0.0,0.0,0.0,0.0,0.0
9356,178.9499969482422,-9.492323875427246,0.0,0.0,0.0,0.0,0.0,0.0
9365,178.9499969482422,-4.746161937713623,0.0,0.0,0.0,0.0,0.0,0.0
9376,178.79998779296875,-9.873311996459961,0.0,0.0,0.0,0.0,0.0,0.0
9385,178.79998779296875,-4.9366559982299805,0.0,0.0,0.0,0.0,0.0,0.0
9396,178.65000915527344,-9.967875480651855,0.0,0.0,0.0,0.0,0.0,0.0
9406,178.5,-12.484169006347656,0.0,0.0,0.0,0.0,0.0,0.0
9416,178.5,-6.242084503173828,0.0,0.0,0.0,0.0,0.0,0.0
9426,178.34999084472656,-10.621273040771484,0.0,0.0,0.0,0.0,0.0,0.0
9436,178.34999084472656,-5.310636520385742,0.0,0.0,0.0,0.0,0.0,0.0
9446,178.20001220703125,-10.154865264892578,0.0,0.0,0.0,0.0,0.0,0.0
9456,178.20001220703125,-5.077432632446289,0.0,0.0,0.0,0.0,0.0,0.0
9465,178.0500030517578,-10.038947105407715,0.0,0.0,0.0,0.0,0.0,0.0
9476,178.0500030517578,-5.019473552703857,0.0,0.0,0.0,0.0,0.0,0.0
9485,177.90000915527344,-10.009967803955078,0.0,0.0,0.0,0.0,0.0,0.0
9496,177.90000915527344,-5.004983901977539,0.0,0.0,0.0,0.0,0.0,0.0
9506,177.75,-10.002038955688477,0.0,0.0,0.0,0.0,0.0,0.0
9516,177.75,-5.001019477844238,0.0,0.0,0.0,0.0,0.0,0.0
9526,177.75,-2.500509738922119,0.0,0.0,0.0,0.0,0.0,0.0
9536,177.75,-1.2502548694610596,0.0,0.0,0.0,0.0,0.0,0.0
9546,177.75,-0.6251274347305298,0.0,0.0,0.0,0.0,0.0,0.0
9556,177.75,-0.3125637173652649,0.0,0.0,0.0,0.0,0.0,0.0
9566,177.75,-0.15628185868263245,0.0,0.0,0.0,0.0,0.0,0.0
9576,177.75,-0.07814092934131622,0.0,0.0,0.0,0.0,0.0,0.0
9585,177.90000915527344,7.460477352142334,0.0,0.0,0.0,0.0,0.0,0.0
9596,177.90000915527344,3.730238676071167,0.0,0.0,0.0,0.0,0.0,0.0
9606,177.75,-5.634428024291992,0.0,0.0,0.0,0.0,0.0,0.0
9616,177.75,-2.817214012145996,0.0,0.0,0.0,0.0,0.0,0.0
9626,177.75,-1.408607006072998,0.0,0.0,0.0,0.0,0.0,0.0
9636,177.59999084472656,-8.204534530639648,0.0,0.0,0.0,0.0,0.0,0.0
9646,177.59999084472656,-4.102267265319824,0.0,0.0,0.0,0.0,0.0,0.0
9656,177.59999084472656,-2.051133632659912,0.0,0.0,0.0,0.0,0.0,0.0
