t_ms,theta_deg,theta_dot,x_cm,x_dot_cm,u
12136,67.94999694824219,-12.961432456970215,-18.161054611206055,-49.61647033691406,-12.0
12146,67.35000610351562,-36.480613708496094,-18.649478912353516,-49.22937774658203,12.0
12156,66.5999984741211,-55.74043273925781,-19.09662437438965,-46.97201919555664,12.0
12166,65.55000305175781,-80.37012481689453,-19.46122169494629,-41.71586608886719,12.0
12176,64.19999694824219,-107.68508911132812,-19.757028579711914,-35.648231506347656,12.0
12186,62.70000457763672,-128.84246826171875,-19.984041213989258,-29.174774169921875,12.0
12196,60.900001525878906,-154.4212646484375,-20.142261505126953,-22.4984130859375,12.0
12206,58.79999923706055,-182.21078491210938,-20.238571166992188,-16.064666748046875,12.0
12215,56.69999694824219,-196.1053924560547,-20.272966384887695,-9.752150535583496,12.0
12226,53.849998474121094,-240.5526580810547,-20.252328872680664,-3.844169855117798,12.0
12236,51.000003814697266,-262.7762756347656,-20.176658630371094,1.8614689111709595,12.0
12246,48.0,-281.38818359375,-20.052831649780273,7.122018337249756,12.0
12256,44.55000305175781,-313.1941223144531,-19.8808536529541,12.159948348999023,12.0
12266,41.10000228881836,-329.09710693359375,-19.667598724365234,16.74272346496582,12.0
12276,37.35000228881836,-352.0484924316406,-19.419946670532227,20.753929138183594,12.0
12286,33.45000076293945,-371.0242919921875,-19.13102149963379,24.823266983032227,12.0
12296,29.399999618530273,-388.01220703125,-18.82145881652832,27.889766693115234,12.0
12306,25.200000762939453,-404.0060729980469,-18.484378814697266,30.798917770385742,12.0
12315,21.299999237060547,-397.0030822753906,-18.161054611206055,31.565580368041992,12.0
12326,16.349998474121094,-446.00152587890625,-17.741424560546875,36.7642936706543,12.0
12336,11.699999809265137,-455.50079345703125,-17.34931182861328,37.98782730102539,12.0
12346,7.200000286102295,-452.7503662109375,-16.936559677124023,39.631500244140625,12.0
12356,2.549999713897705,-458.87518310546875,-16.516929626464844,40.79725646972656,12.0
12366,357.75,-469.4376525878906,-16.083541870117188,42.06804656982422,12.0
12376,353.1000061035156,-467.2198181152344,-15.650153160095215,42.70344161987305,12.0
12386,348.45001220703125,-466.1095275878906,-15.203004837036133,43.70912170410156,12.0
12396,343.8000183105469,-465.554443359375,-14.748978614807129,44.555885314941406,12.0
12406,339.1500244140625,-465.27685546875,-14.294952392578125,44.97926712036133,12.0
12415,334.95001220703125,-442.6394348144531,-13.882200241088867,43.127220153808594,12.0
12426,330.0,-468.8197937011719,-13.366262435913086,47.36050033569336,12.0
12436,325.6500244140625,-451.9090881347656,-12.898477554321289,47.06948471069336,12.0
12446,321.29998779296875,-443.4551086425781,-12.430692672729492,46.92401123046875,12.0
12456,317.25,-424.2276611328125,-11.956028938293457,47.19519805908203,12.0
12466,313.1999816894531,-414.6138916015625,-11.481365203857422,47.33079147338867,12.0
12476,309.4499816894531,-394.80657958984375,-11.00670051574707,47.39858627319336,12.0
12486,305.8499755859375,-377.4033508300781,-10.52515697479248,47.7764778137207,12.0
12496,302.25,-368.7017517089844,-10.050493240356445,47.621429443359375,12.0
12506,298.95001220703125,-349.3504943847656,-9.568950653076172,47.88786315917969,12.0
12515,296.25,-309.67529296875,-9.135560989379883,45.61338424682617,12.0
12526,292.95001220703125,-319.8372497558594,-8.605863571166992,49.291568756103516,12.0
12536,290.25,-294.918701171875,-8.124320983886719,48.722930908203125,12.0
12546,287.6999816894531,-274.9598693847656,-7.642777919769287,48.43861389160156,12.0
12556,285.29998779296875,-257.4795227050781,-7.161234378814697,48.29649353027344,12.0
12566,283.20001220703125,-233.74026489257812,-6.679691314697266,48.22539520263672,12.0
12576,281.25,-214.36972045898438,-6.1912689208984375,48.53382110595703,12.0
12586,279.6000061035156,-189.68536376953125,-5.702847003936768,48.688011169433594,12.0
12595,278.25,-162.3426971435547,-5.269457817077637,46.01346206665039,12.0
12606,276.8999938964844,-148.67137145996094,-4.73288106918335,49.835567474365234,12.0
12615,275.8500061035156,-126.83525085449219,-4.2926130294799805,46.93117904663086,12.0
12626,274.9499816894531,-108.41764068603516,-3.7560365200042725,50.2944221496582,12.0
12636,274.3500061035156,-84.20838165283203,-3.2676141262054443,49.56833267211914,12.0
12646,273.8999938964844,-64.60419464111328,-2.7791919708251953,49.20528030395508,12.0
12656,273.6000061035156,-47.30255889892578,-2.290769577026367,49.02376174926758,12.0
12666,273.6000061035156,-23.65127944946289,-1.802347183227539,48.9329948425293,12.0
12676,273.8999938964844,3.174821376800537,-1.3139249086380005,48.88761520385742,12.0
12686,274.1999816894531,16.586505889892578,-0.8255025148391724,48.864925384521484,-12.0
12696,274.9499816894531,45.79372024536133,-0.37835532426834106,46.789825439453125,-12.0
12706,275.8500061035156,67.89688110351562,-0.006879188120365143,41.968719482421875,-12.0
12715,276.75,78.9484634399414,0.2682883143424988,34.74273681640625,-12.0
12726,278.25,114.47380828857422,0.5296974182128906,30.44182586669922,-12.0
12736,279.8999938964844,139.73739624023438,0.701677143573761,23.819900512695312,-12.0
12746,281.70001220703125,159.8687286376953,0.8048650026321411,17.06934356689453,-12.0
12756,283.6499938964844,177.43394470214844,0.8461400866508484,10.59842586517334,-12.0
12766,286.04998779296875,208.71656799316406,0.8186233043670654,3.923375129699707,-12.0
12776,288.6000061035156,231.85879516601562,0.742952287197113,-1.8218640089035034,-12.0
12786,291.29998779296875,250.929443359375,0.6122477054595947,-7.446160316467285,-12.0
12795,294.0,260.46478271484375,0.45402640104293823,-11.634145736694336,-12.0
12806,297.6000061035156,310.2324523925781,0.21325482428073883,-17.855653762817383,-12.0
12815,300.6000061035156,305.1167297363281,-0.013758376240730286,-20.278486251831055,-12.0
12826,304.6499938964844,355.05706787109375,-0.3370802104473114,-26.305335998535156,-12.0
12836,308.54998779296875,372.5290832519531,-0.6535228490829468,-28.974802017211914,-12.0
12846,312.75,396.2641906738281,-1.0043615102767944,-32.02933120727539,-12.0
12856,316.95001220703125,408.1330871582031,-1.3758375644683838,-34.58847427368164,-12.0
12866,321.45001220703125,429.066650390625,-1.7610721588134766,-36.555965423583984,-12.0
12876,326.1000061035156,447.0329895019531,-2.1669442653656006,-38.57158279418945,-12.0
12886,330.8999938964844,463.5156555175781,-2.5865745544433594,-40.26731872558594,-12.0
12896,335.70001220703125,471.75836181640625,-3.0130841732025146,-41.45914077758789,-12.0
12906,340.6500244140625,483.3792419433594,-3.453352212905884,-42.74297332763672,-12.0
12915,345.29998779296875,474.1892395019531,-3.8523449897766113,-41.32112121582031,-12.0
12926,350.8500061035156,514.5942993164062,-4.354526042938232,-45.769615173339844,-12.0
12936,356.1000061035156,519.7977294921875,-4.815431594848633,-45.93008804321289,-12.0
12946,1.3499999046325684,522.39892578125,-5.28321647644043,-46.354278564453125,-12.0
12956,6.450000286102295,516.199462890625,-5.751000881195068,-46.56637191772461,-12.0
12966,11.699999809265137,520.5997314453125,-6.225665092468262,-47.01637649536133,-12.0
12976,16.799999237060547,515.2998657226562,-6.707207679748535,-47.58533477783203,-12.0
12986,21.599998474121094,497.6499938964844,-7.181872367858887,-47.52589416503906,-12.0
12995,26.100000381469727,473.8249816894531,-7.615260601043701,-45.43236541748047,-12.0
13006,31.650001525878906,514.4124755859375,-8.14495849609375,-49.20105743408203,-12.0
13015,35.85000228881836,467.2062072753906,-8.578347206115723,-46.269981384277344,-12.0
13026,41.10000228881836,496.1031188964844,-9.108044624328613,-49.619869232177734,-12.0
13036,45.599998474121094,473.05145263671875,-9.589588165283203,-48.887081146240234,-12.0
13046,50.10000228881836,461.52581787109375,-10.078009605407715,-48.86464309692383,-12.0
13056,54.14999771118164,433.2628479003906,-10.559554100036621,-48.5095100402832,-12.0
13066,58.20000076293945,419.1315002441406,-11.047975540161133,-48.67585754394531,-12.0
13076,62.099998474121094,404.56561279296875,-11.536397933959961,-48.759033203125,-12.0
13086,65.8499984741211,389.78277587890625,-12.024820327758789,-48.800655364990234,-12.0
13096,69.1500015258789,359.8916931152344,-12.513242721557617,-48.82143020629883,-12.0
13106,72.45000457763672,344.94580078125,-13.001665115356445,-48.83185577392578,-12.0
13115,75.30000305175781,314.9728698730469,-13.441933631896973,-46.42934036254883,-12.0
13126,78.45000457763672,314.98651123046875,-13.978509902954102,-50.04346466064453,-12.0
13136,81.0,284.9930725097656,-14.46693229675293,-49.44287109375,-12.0
13146,83.55000305175781,269.9967346191406,-14.955353736877441,-49.14250183105469,-12.0
13156,85.79999542236328,247.4984130859375,-15.44377613067627,-48.992393493652344,-12.0
13166,87.75000762939453,221.24913024902344,-15.932199478149414,-48.917335510253906,-12.0
13176,89.55000305175781,200.62460327148438,-16.420621871948242,-48.87980651855469,-12.0
13186,91.19999694824219,182.81210327148438,-16.915924072265625,-49.20496368408203,-12.0
13196,92.54999542236328,158.90606689453125,-17.411224365234375,-49.3675422668457,12.0
13206,93.5999984741211,131.95294189453125,-17.85837173461914,-47.041099548339844,12.0
