tempo_us,erro
14.122,0
2.91,0
2.862,0
2.866,0
2.87,0
2.921,0
2.91,0
2.904,0
2.887,0
2.865,0
2.869,0
2.854,0
2.859,0
2.861,0
2.858,0
2.9,0
2.903,0
2.891,0
2.859,0
2.854,0
2.859,0
2.857,0
2.864,0
2.854,0
2.851,0
2.893,0
2.903,0
2.887,0
2.862,0
2.852,0
2.863,0
2.85,0
2.855,0
2.85,0
2.854,0
2.892,0
2.904,0
2.888,0
2.851,0
2.853,0
2.863,0
2.85,0
2.859,0
2.85,0
2.851,0
2.905,0
2.9,0
2.886,0
2.862,0
2.85,0
2.846,0
2.861,0
2.851,0
2.854,0
2.846,0
2.893,0
2.916,0
2.887,0
2.862,0
2.85,0
2.851,0
2.839,0
2.851,0
2.842,0
2.846,0
2.881,0
2.888,0
2.871,0
2.845,0
2.839,0
2.844,0
2.839,0
2.841,0
2.84,0
2.847,0
2.881,0
2.917,0
2.883,0
2.862,0
2.849,0
2.855,0
2.85,0
2.851,0
2.85,0
2.857,0
2.892,0
2.893,0
2.881,0
2.85,0
2.843,0
2.851,0
2.85,0
2.851,0
2.861,0
2.865,0
2.902,0
2.913,0
2.888,0
2.851,0
2.85,0
2.846,0
2.851,0
2.846,0
2.85,0
2.855,0
2.901,0
2.912,0
2.896,0
2.85,0
2.849,0
2.851,0
2.842,0
2.851,0
2.842,0
2.851,0
2.911,0
2.875,0
2.887,0
2.854,0
2.863,0
2.855,0
2.862,0
2.851,0
2.85,0
2.855,0
2.897,0
2.873,0
2.881,0
2.846,0
2.85,0
2.851,0
2.853,0
2.85,0
2.85,0
2.846,0
2.892,0
2.876,0
2.883,0
2.851,0
2.85,0
2.865,0
2.862,0
2.851,0
2.85,0
2.85,0
2.899,0
2.868,0
2.886,0
2.846,0
2.855,0
2.864,0
2.863,0
2.863,0
2.863,0
2.858,0
2.908,0
2.875,0
2.891,0
2.866,0
2.865,0
2.851,0
2.86,0
2.855,0
2.85,0
2.851,0
2.892,0
2.88,0
2.893,0
2.854,0
2.849,0
2.851,0
2.843,0
2.846,0
2.85,0
2.863,0
2.916,0
2.886,0
2.887,0
2.861,0
2.849,0
2.855,0
2.854,0
2.863,0
2.861,0
2.85,0
2.894,0
2.905,0
2.881,0
2.846,0
2.85,0
2.867,0
2.861,0
2.865,0
2.863,0
2.851,0
2.905,0
2.915,0
2.896,0
2.851,0
2.85,0
2.85,0
2.842,0
2.858,0
2.85,0
2.851,0
2.901,0
2.886,0
2.891,0
2.851,0
2.842,0
2.846,0
2.85,0
2.846,0
2.86,0
2.851,0
2.91,0
2.875,0
2.888,0
2.851,0
2.862,0
2.851,0
2.854,0
2.846,0
2.842,0
2.857,0
2.89,0
2.907,0
2.887,0
2.855,0
2.85,0
2.851,0
2.85,0
2.851,0
2.85,0
2.851,0
2.892,0
2.904,0
2.878,0
2.851,0
2.842,0
2.846,0
2.841,0
2.845,0
2.841,0
2.845,0
2.878,0
2.899,0
2.882,0
2.856,0
2.854,0
2.851,0
2.85,0
2.851,0
2.85,0
2.846,0
2.879,0
2.896,0
2.878,0
2.845,0
2.841,0
2.844,0
2.839,0
2.844,0
2.839,0
2.842,0
2.877,0
2.892,0
2.874,0
2.842,0
2.848,0
2.846,0
2.861,0
2.851,0
2.863,0
2.858,0
2.895,0
2.905,0
2.888,0
2.863,0
2.85,0
2.851,0
2.85,0
2.851,0
2.849,0
2.846,0
2.883,0
2.903,0
2.888,0
2.864,0
2.861,0
2.851,0
2.85,0
2.862,0
2.85,0
2.851,0
2.896,0
2.904,0
2.886,0
2.844,0
2.85,0
2.846,0
2.86,0
2.862,0
2.85,0
2.865,0
2.91,0
2.916,0
2.896,0
2.863,0
2.851,0
2.863,0
2.854,0
2.85,0
2.85,0
2.851,0
2.89,0
2.914,0
2.887,0
2.857,0
2.851,0
2.851,0
2.861,0
2.862,0
2.849,0
2.85,0
2.901,0
2.889,0
2.887,0
2.85,0
2.858,0
2.863,0
2.85,0
2.85,0
2.849,0
2.867,0
2.892,0
2.912,0
2.887,0
2.861,0
2.849,0
2.855,0
2.85,0
2.851,0
2.86,0
2.851,0
2.91,0
2.877,0
2.887,0
2.851,0
2.85,0
2.867,0
2.85,0
2.866,0
2.856,0
2.858,0
2.905,0
2.907,0
2.891,0
2.867,0
2.85,0
2.854,0
2.853,0
2.862,0
2.85,0
2.85,0
2.892,0
2.905,0
2.888,0
2.851,0
2.842,0
2.851,0
2.842,0
2.851,0
2.842,0
2.846,0
2.907,0
2.871,0
2.888,0
2.846,0
2.862,0
2.855,0
2.865,0
2.866,0
2.862,0
2.869,0
2.904,0
2.918,0
2.89,0
2.853,0
2.852,0
2.854,0
2.853,0
2.859,0
2.856,0
2.858,0
2.908,0
2.912,0
2.886,0
2.866,0
2.858,0
2.858,0
2.857,0
2.866,0
2.859,0
2.864,0
2.904,0
2.907,0
2.905,0
2.858,0
2.854,0
2.858,0
2.864,0
2.859,0
2.858,0
2.858,0
2.9,0
2.906,0
2.89,0
2.857,0
2.854,0
2.855,0
2.862,0
2.855,0
2.871,0
2.861,0
2.896,0
2.91,0
2.898,0
2.865,0
2.866,0
2.877,0
2.861,0
2.875,0
2.858,0
2.859,0
2.894,0
2.911,0
2.891,0
2.858,0
2.856,0
2.866,0
2.854,0
2.855,0
2.857,0
2.858,0
2.897,0
2.936,0
2.897,0
2.866,0
2.862,0
2.862,0
2.858,0
2.862,0
2.857,0
2.863,0
2.904,0
2.907,0
2.893,0
2.858,0
2.855,0
2.858,0
2.855,0
2.858,0
2.854,0
2.854,0
2.896,0
2.909,0
2.894,0
2.858,0
2.855,0
2.862,0
2.855,0
2.859,0
2.854,0
2.862,0
2.897,0
2.922,0
2.897,0
2.859,0
2.858,0
2.858,0
2.853,0
2.859,0
2.862,0
2.87,0
2.904,0
2.903,0
2.887,0
2.851,0
2.852,0
2.858,0
2.854,0
2.857,0
2.862,0
2.858,0
2.904,0
2.91,0
2.894,0
2.859,0
2.853,0
2.866,0
2.86,0
2.866,0
2.85,0
2.851,0
2.893,0
2.907,0
2.888,0
2.858,0
2.864,0
2.855,0
2.858,0
2.855,0
2.851,0
2.858,0
2.897,0
2.908,0
2.888,0
2.861,0
2.864,0
2.851,0
2.853,0
2.851,0
2.85,0
2.851,0
2.89,0
2.915,0
2.887,0
2.851,0
2.859,0
2.855,0
2.864,0
2.854,0
2.849,0
2.855,0
2.9,0
2.876,0
2.895,0
2.861,0
2.859,0
2.863,0
2.853,0
2.855,0
2.852,0
2.853,0
2.908,0
2.882,0
2.898,0
2.851,0
2.862,0
2.868,0
2.859,0
2.851,0
2.85,0
2.851,0
2.879,0
2.911,0
2.899,0
2.85,0
2.85,0
2.85,0
2.85,0
2.851,0
2.867,0
2.851,0
2.889,0
2.864,0
2.882,0
2.845,0
2.841,0
2.845,0
2.84,0
2.844,0
2.841,0
2.843,0
2.879,0
2.87,0
2.878,0
2.844,0
2.839,0
2.846,0
2.842,0
2.843,0
2.839,0
2.842,0
2.887,0
2.868,0
2.883,0
2.851,0
2.861,0
2.859,0
2.85,0
2.851,0
2.85,0
2.85,0
2.9,0
2.868,0
2.879,0
2.851,0
2.855,0
2.866,0
2.859,0
2.851,0
2.85,0
2.851,0
2.895,0
2.911,0
2.899,0
2.851,0
2.849,0
2.85,0
2.853,0
2.851,0
2.85,0
2.851,0
2.904,0
2.875,0
2.909,0
2.857,0
2.857,0
2.862,0
2.856,0
2.855,0
2.863,0
2.851,0
2.89,0
2.901,0
2.881,0
2.873,0
2.85,0
2.866,0
2.863,0
2.851,0
2.867,0
2.867,0
2.903,0
2.913,0
2.898,0
2.85,0
2.849,0
2.851,0
2.861,0
2.859,0
2.849,0
2.866,0
2.89,0
2.902,0
2.887,0
2.855,0
2.867,0
2.858,0
2.863,0
2.855,0
2.854,0
2.867,0
2.889,0
2.918,0
2.897,0
2.85,0
2.854,0
2.851,0
2.85,0
2.851,0
2.854,0
2.855,0
2.906,0
2.921,0
2.884,0
2.858,0
2.863,0
2.855,0
2.85,0
2.855,0
2.849,0
2.866,0
2.904,0
2.913,0
2.898,0
2.855,0
2.853,0
2.851,0
2.854,0
2.861,0
2.85,0
2.858,0
2.89,0
2.904,0
2.899,0
2.85,0
2.851,0
2.855,0
2.85,0
2.858,0
2.857,0
2.858,0
2.898,0
2.906,0
2.895,0
2.855,0
2.859,0
2.862,0
2.861,0
2.863,0
2.854,0
2.851,0
2.89,0
2.905,0
2.88,0
2.863,0
2.85,0
2.85,0
2.861,0
2.85,0
2.85,0
2.851,0
2.882,0
2.893,0
2.888,0
2.862,0
2.85,0
2.85,0
2.862,0
2.855,0
2.85,0
2.846,0
2.881,0
2.902,0
2.88,0
2.862,0
2.85,0
2.85,0
2.85,0
2.851,0
2.842,0
2.846,0
2.881,0
2.896,0
2.887,0
2.846,0
2.855,0
2.855,0
2.861,0
2.863,0
2.85,0
2.851,0
2.892,0
2.893,0
2.88,0
2.846,0
2.841,0
2.845,0
2.841,0
2.845,0
2.84,0
2.843,0
2.879,0
2.898,0
2.882,0
2.863,0
2.853,0
2.865,0
2.854,0
2.866,0
2.859,0
2.855,0
2.89,0
2.901,0
2.888,0
2.851,0
2.85,0
2.851,0
2.841,0
2.845,0
2.849,0
2.846,0
2.889,0
2.905,0
2.898,0
2.854,0
2.864,0
2.851,0
2.854,0
2.851,0
2.849,0
2.851,0
2.893,0
2.902,0
2.883,0
2.846,0
2.85,0
2.851,0
2.853,0
2.859,0
2.856,0
2.855,0
2.9,0
2.909,0
2.892,0
2.855,0
2.854,0
2.867,0
2.866,0
2.851,0
2.85,0
2.861,0
2.894,0
2.911,0
2.875,0
2.855,0
2.85,0
2.851,0
2.861,0
2.863,0
2.865,0
2.855,0
2.89,0
2.902,0
2.887,0
2.855,0
2.853,0
2.866,0
2.853,0
2.863,0
2.85,0
2.851,0
2.902,0
2.903,0
2.88,0
2.851,0
2.843,0
2.851,0
2.849,0
2.851,0
2.85,0
2.851,0
6.529,0
4.118,0
6.397,0
6.443,0
6.423,0
4.048,0
6.31,0
6.444,0
6.412,0
4.031,0
3.997,0
4.039,0
4.001,0
3.991,0
3.967,0
6.418,0
6.435,0
8.708,0
12.859,0
8.741,0
8.829,0
4.105,0
3.979,0
3.988,0
2.959,0
3.988,0
2.952,0
3.975,0
8.512,0
8.666,0
4.001,0
8.474,0
8.663,0
3.975,0
14.029,0
4.055,0
3.991,0
4,0
3.975,0
3.979,0
3.993,0
4.025,0
4.008,0
12.773,0
2.948,0
2.869,0
2.881,0
2.868,0
2.886,0
12.034,0
6.482,0
4.075,0
4.025,0
3.993,0
3.97,0
3.993,0
2.954,0
3.985,0
2.954,0
13.989,0
3.988,0
2.886,0
14.133,0
8.639,0
8.699,0
6.49,0
6.535,0
4.043,0
3.983,0
3.988,0
3.997,0
4.002,0
3.988,0
3.988,0
6.389,0
10.843,0
3.973,0
6.297,0
12.025,0
4.041,0
4.009,0
4.029,0
4.017,0
3.997,0
3.97,0
3.984,0
2.951,0
3.987,0
10.862,0
6.48,0
6.472,0
12.268,0
4.044,0
3.982,0
6.303,0
2.952,0
2.87,0
2.863,0
2.858,0
6.319,0
4.076,0
3.997,0
4.009,0
2.948,0
6.413,0
6.412,0
4.033,0
6.303,0
6.47,0
6.392,0
4.022,0
2.925,0
2.933,0
2.904,0
2.873,0
2.862,0
2.858,0
2.906,0
2.861,0
2.895,0
2.933,0
2.898,0
2.943,0
2.869,0
2.861,0
2.868,0
2.87,0
2.892,0
2.862,0
2.874,0
2.901,0
2.931,0
2.902,0
2.862,0
2.857,0
2.9,0
2.898,0
2.873,0
2.861,0
2.865,0
2.913,0
2.948,0
2.899,0
2.879,0
2.859,0
2.872,0
2.856,0
2.889,0
2.857,0
2.862,0
2.907,0
2.923,0
2.894,0
2.896,0
2.865,0
2.876,0
2.87,0
2.869,0
2.859,0
2.87,0
2.945,0
2.923,0
2.906,0
2.862,0
2.857,0
2.874,0
2.854,0
2.862,0
2.857,0
2.862,0
2.89,0
2.877,0
2.897,0
2.868,0
2.854,0
2.903,0
2.858,0
2.862,0
2.856,0
2.867,0
2.921,0
2.888,0
2.918,0
2.863,0
2.88,0
2.866,0
2.854,0
2.859,0
2.901,0
2.862,0
2.924,0
2.885,0
2.891,0
2.886,0
2.855,0
2.857,0
2.857,0
2.861,0
2.884,0
2.866,0
2.888,0
2.878,0
2.906,0
2.861,0
2.865,0
2.854,0
2.854,0
2.881,0
2.887,0
2.854,0
2.888,0
2.889,0
2.891,0
2.854,0
2.871,0
2.862,0
2.865,0
2.853,0
2.864,0
2.861,0
2.888,0
2.877,0
2.89,0
2.854,0
2.853,0
2.871,0
2.854,0
2.865,0
2.866,0
2.881,0
2.891,0
2.885,0
2.893,0
2.881,0
2.854,0
2.854,0
2.854,0
2.877,0
2.86,0
2.859,0
2.882,0
2.903,0
2.892,0
2.854,0
2.853,0
2.854,0
2.877,0
2.855,0
2.854,0
2.854,0
2.883,0
2.871,0
2.914,0
2.861,0
2.854,0
