t_ms,theta_deg,theta_dot,x_cm,x_dot_cm,u,yref,tempo_computacional,cod_erro
18428,177.0,-0.1176488921046257,0.0,0.0,0.0,0.0,0.0,0.0
18438,177.0,-0.05882444605231285,0.0,0.0,0.0,0.0,0.0,0.0
18448,177.0,-0.029412223026156425,0.0,0.0,0.0,0.0,0.0,0.0
18458,177.0,-0.014706111513078213,0.0,0.0,0.0,0.0,0.0,0.0
18467,176.85000610351562,-7.506900787353516,0.0,0.0,0.0,0.0,0.0,0.0
18478,176.85000610351562,-3.753450393676758,0.0,0.0,0.0,0.0,0.0,0.0
18487,176.85000610351562,-1.876725196838379,0.0,0.0,0.0,0.0,0.0,0.0
18498,176.85000610351562,-0.9383625984191895,0.0,0.0,0.0,0.0,0.0,0.0
18508,176.85000610351562,-0.4691812992095947,0.0,0.0,0.0,0.0,0.0,0.0
18518,176.70001220703125,-7.734821319580078,0.0,0.0,0.0,0.0,0.0,0.0
18528,176.70001220703125,-3.867410659790039,0.0,0.0,0.0,0.0,0.0,0.0
18538,176.70001220703125,-1.9337053298950195,0.0,0.0,0.0,0.0,0.0,0.0
18548,176.70001220703125,-0.9668526649475098,0.0,0.0,0.0,0.0,0.0,0.0
18558,176.5500030517578,-7.983656883239746,0.0,0.0,0.0,0.0,0.0,0.0
18567,176.5500030517578,-3.991828441619873,0.0,0.0,0.0,0.0,0.0,0.0
18578,176.5500030517578,-1.9959142208099365,0.0,0.0,0.0,0.0,0.0,0.0
18587,176.5500030517578,-0.9979571104049683,0.0,0.0,0.0,0.0,0.0,0.0
18598,176.5500030517578,-0.49897855520248413,0.0,0.0,0.0,0.0,0.0,0.0
18608,176.5500030517578,-0.24948927760124207,0.0,0.0,0.0,0.0,0.0,0.0
18618,176.5500030517578,-0.12474463880062103,0.0,0.0,0.0,0.0,0.0,0.0
18628,176.70001220703125,7.4378581047058105,0.0,0.0,0.0,0.0,0.0,0.0
18638,176.70001220703125,3.7189290523529053,0.0,0.0,0.0,0.0,0.0,0.0
18648,176.70001220703125,1.8594645261764526,0.0,0.0,0.0,0.0,0.0,0.0
18658,176.85000610351562,8.429963111877441,0.0,0.0,0.0,0.0,0.0,0.0
18667,176.85000610351562,4.214981555938721,0.0,0.0,0.0,0.0,0.0,0.0
18678,176.85000610351562,2.1074907779693604,0.0,0.0,0.0,0.0,0.0,0.0
18687,176.85000610351562,1.0537453889846802,0.0,0.0,0.0,0.0,0.0,0.0
18698,176.85000610351562,0.5268726944923401,0.0,0.0,0.0,0.0,0.0,0.0
18708,176.85000610351562,0.26343634724617004,0.0,0.0,0.0,0.0,0.0,0.0
18718,176.85000610351562,0.13171817362308502,0.0,0.0,0.0,0.0,0.0,0.0
18728,176.85000610351562,0.06585908681154251,0.0,0.0,0.0,0.0,0.0,0.0
18738,176.70001220703125,-7.467301368713379,0.0,0.0,0.0,0.0,0.0,0.0
18748,176.70001220703125,-3.7336506843566895,0.0,0.0,0.0,0.0,0.0,0.0
18758,176.5500030517578,-9.367055892944336,0.0,0.0,0.0,0.0,0.0,0.0
18767,176.5500030517578,-4.683527946472168,0.0,0.0,0.0,0.0,0.0,0.0
18778,176.5500030517578,-2.341763973236084,0.0,0.0,0.0,0.0,0.0,0.0
18787,176.5500030517578,-1.170881986618042,0.0,0.0,0.0,0.0,0.0,0.0
18798,176.5500030517578,-0.585440993309021,0.0,0.0,0.0,0.0,0.0,0.0
18808,176.5500030517578,-0.2927204966545105,0.0,0.0,0.0,0.0,0.0,0.0
18818,176.5500030517578,-0.14636024832725525,0.0,0.0,0.0,0.0,0.0,0.0
18828,176.5500030517578,-0.07318012416362762,0.0,0.0,0.0,0.0,0.0,0.0
18838,176.70001220703125,7.463640213012695,0.0,0.0,0.0,0.0,0.0,0.0
18848,176.70001220703125,3.7318201065063477,0.0,0.0,0.0,0.0,0.0,0.0
18858,176.70001220703125,1.8659100532531738,0.0,0.0,0.0,0.0,0.0,0.0
18867,176.85000610351562,8.433185577392578,0.0,0.0,0.0,0.0,0.0,0.0
18878,176.85000610351562,4.216592788696289,0.0,0.0,0.0,0.0,0.0,0.0
18887,176.85000610351562,2.1082963943481445,0.0,0.0,0.0,0.0,0.0,0.0
18898,177.0,8.553695678710938,0.0,0.0,0.0,0.0,0.0,0.0
18908,177.0,4.276847839355469,0.0,0.0,0.0,0.0,0.0,0.0
18918,177.0,2.1384239196777344,0.0,0.0,0.0,0.0,0.0,0.0
18928,177.0,1.0692119598388672,0.0,0.0,0.0,0.0,0.0,0.0
18938,177.0,0.5346059799194336,0.0,0.0,0.0,0.0,0.0,0.0
18948,177.0,0.2673029899597168,0.0,0.0,0.0,0.0,0.0,0.0
18958,177.0,0.1336514949798584,0.0,0.0,0.0,0.0,0.0,0.0
18967,176.85000610351562,-7.4327216148376465,0.0,0.0,0.0,0.0,0.0,0.0
18978,176.85000610351562,-3.7163608074188232,0.0,0.0,0.0,0.0,0.0,0.0
18987,176.85000610351562,-1.8581804037094116,0.0,0.0,0.0,0.0,0.0,0.0
18998,176.70001220703125,-8.4293212890625,0.0,0.0,0.0,0.0,0.0,0.0
19008,176.70001220703125,-4.21466064453125,0.0,0.0,0.0,0.0,0.0,0.0
19018,176.5500030517578,-9.607561111450195,0.0,0.0,0.0,0.0,0.0,0.0
19028,176.39999389648438,-12.303328514099121,0.0,0.0,0.0,0.0,0.0,0.0
19038,176.25,-13.651895523071289,0.0,0.0,0.0,0.0,0.0,0.0
19048,176.25,-6.8259477615356445,0.0,0.0,0.0,0.0,0.0,0.0
19058,176.09999084472656,-10.913204193115234,0.0,0.0,0.0,0.0,0.0,0.0
19067,175.95001220703125,-12.95615005493164,0.0,0.0,0.0,0.0,0.0,0.0
19078,175.8000030517578,-13.97830581665039,0.0,0.0,0.0,0.0,0.0,0.0
19087,175.8000030517578,-6.989152908325195,0.0,0.0,0.0,0.0,0.0,0.0
19098,175.8000030517578,-3.4945764541625977,0.0,0.0,0.0,0.0,0.0,0.0
19108,175.8000030517578,-1.7472882270812988,0.0,0.0,0.0,0.0,0.0,0.0
19118,175.8000030517578,-0.8736441135406494,0.0,0.0,0.0,0.0,0.0,0.0
19128,175.64999389648438,-7.937053203582764,0.0,0.0,0.0,0.0,0.0,0.0
19138,175.64999389648438,-3.968526601791382,0.0,0.0,0.0,0.0,0.0,0.0
19148,175.64999389648438,-1.984263300895691,0.0,0.0,0.0,0.0,0.0,0.0
19158,175.50001525878906,-8.491680145263672,0.0,0.0,0.0,0.0,0.0,0.0
19167,175.50001525878906,-4.245840072631836,0.0,0.0,0.0,0.0,0.0,0.0
19178,175.50001525878906,-2.122920036315918,0.0,0.0,0.0,0.0,0.0,0.0
19187,175.35000610351562,-8.561690330505371,0.0,0.0,0.0,0.0,0.0,0.0
19198,175.35000610351562,-4.2808451652526855,0.0,0.0,0.0,0.0,0.0,0.0
19208,175.1999969482422,-9.640652656555176,0.0,0.0,0.0,0.0,0.0,0.0
19218,175.1999969482422,-4.820326328277588,0.0,0.0,0.0,0.0,0.0,0.0
19228,175.1999969482422,-2.410163164138794,0.0,0.0,0.0,0.0,0.0,0.0
19238,175.1999969482422,-1.205081582069397,0.0,0.0,0.0,0.0,0.0,0.0
19248,175.1999969482422,-0.6025407910346985,0.0,0.0,0.0,0.0,0.0,0.0
19258,175.1999969482422,-0.30127039551734924,0.0,0.0,0.0,0.0,0.0,0.0
19267,175.35000610351562,7.349595069885254,0.0,0.0,0.0,0.0,0.0,0.0
19278,175.35000610351562,3.674797534942627,0.0,0.0,0.0,0.0,0.0,0.0
19287,175.50001525878906,9.337629318237305,0.0,0.0,0.0,0.0,0.0,0.0
19298,175.64999389648438,12.168362617492676,0.0,0.0,0.0,0.0,0.0,0.0
19308,175.95001220703125,21.084644317626953,0.0,0.0,0.0,0.0,0.0,0.0
19318,176.09999084472656,18.0418701171875,0.0,0.0,0.0,0.0,0.0,0.0
19328,176.39999389648438,24.021394729614258,0.0,0.0,0.0,0.0,0.0,0.0
19338,176.70001220703125,27.010475158691406,0.0,0.0,0.0,0.0,0.0,0.0
19348,177.0,28.505016326904297,0.0,0.0,0.0,0.0,0.0,0.0
19358,177.3000030517578,29.25296974182129,0.0,0.0,0.0,0.0,0.0,0.0
19367,177.59999084472656,29.626264572143555,0.0,0.0,0.0,0.0,0.0,0.0
19378,177.90000915527344,29.812908172607422,0.0,0.0,0.0,0.0,0.0,0.0
19387,178.20001220703125,29.90691566467285,0.0,0.0,0.0,0.0,0.0,0.0
19398,178.5,29.95323371887207,0.0,0.0,0.0,0.0,0.0,0.0
19408,178.65000915527344,22.47684669494629,0.0,0.0,0.0,0.0,0.0,0.0
19418,178.9499969482422,26.238201141357422,0.0,0.0,0.0,0.0,0.0,0.0
19428,179.10000610351562,20.61933135986328,0.0,0.0,0.0,0.0,0.0,0.0
19438,179.25,17.80921173095703,0.0,0.0,0.0,0.0,0.0,0.0
19448,179.55001831054688,23.905067443847656,0.0,0.0,0.0,0.0,0.0,0.0
19458,179.6999969482422,19.45208168029785,0.0,0.0,0.0,0.0,0.0,0.0
19467,179.85000610351562,17.22627067565918,0.0,0.0,0.0,0.0,0.0,0.0
19478,180.14999389648438,23.612913131713867,0.0,0.0,0.0,0.0,0.0,0.0
19487,180.29998779296875,19.30668830871582,0.0,0.0,0.0,0.0,0.0,0.0
19498,180.60000610351562,24.653121948242188,0.0,0.0,0.0,0.0,0.0,0.0
19508,180.75,19.826791763305664,0.0,0.0,0.0,0.0,0.0,0.0
19518,180.90000915527344,17.41362762451172,0.0,0.0,0.0,0.0,0.0,0.0
19528,180.90000915527344,8.70681381225586,0.0,0.0,0.0,0.0,0.0,0.0
19538,181.0500030517578,11.852954864501953,0.0,0.0,0.0,0.0,0.0,0.0
19548,181.1999969482422,13.426708221435547,0.0,0.0,0.0,0.0,0.0,0.0
19558,181.35000610351562,14.213584899902344,0.0,0.0,0.0,0.0,0.0,0.0
19567,181.35000610351562,7.106792449951172,0.0,0.0,0.0,0.0,0.0,0.0
19578,181.49998474121094,11.052943229675293,0.0,0.0,0.0,0.0,0.0,0.0
19587,181.49998474121094,5.5264716148376465,0.0,0.0,0.0,0.0,0.0,0.0
19598,181.49998474121094,2.7632358074188232,0.0,0.0,0.0,0.0,0.0,0.0
19608,181.49998474121094,1.3816179037094116,0.0,0.0,0.0,0.0,0.0,0.0
19618,181.49998474121094,0.6908089518547058,0.0,0.0,0.0,0.0,0.0,0.0
19628,181.49998474121094,0.3454044759273529,0.0,0.0,0.0,0.0,0.0,0.0
19638,181.35000610351562,-7.326845169067383,0.0,0.0,0.0,0.0,0.0,0.0
19648,181.35000610351562,-3.6634225845336914,0.0,0.0,0.0,0.0,0.0,0.0
19658,181.35000610351562,-1.8317112922668457,0.0,0.0,0.0,0.0,0.0,0.0
19667,181.1999969482422,-8.416086196899414,0.0,0.0,0.0,0.0,0.0,0.0
19678,181.1999969482422,-4.208043098449707,0.0,0.0,0.0,0.0,0.0,0.0
19687,181.1999969482422,-2.1040215492248535,0.0,0.0,0.0,0.0,0.0,0.0
19698,181.0500030517578,-8.552241325378418,0.0,0.0,0.0,0.0,0.0,0.0
19708,181.0500030517578,-4.276120662689209,0.0,0.0,0.0,0.0,0.0,0.0
19718,181.0500030517578,-2.1380603313446045,0.0,0.0,0.0,0.0,0.0,0.0
19728,181.0500030517578,-1.0690301656723022,0.0,0.0,0.0,0.0,0.0,0.0
19738,180.90000915527344,-8.034063339233398,0.0,0.0,0.0,0.0,0.0,0.0
19748,180.90000915527344,-4.017031669616699,0.0,0.0,0.0,0.0,0.0,0.0
19758,180.75,-9.508747100830078,0.0,0.0,0.0,0.0,0.0,0.0
19767,180.75,-4.754373550415039,0.0,0.0,0.0,0.0,0.0,0.0
19778,180.75,-2.3771867752075195,0.0,0.0,0.0,0.0,0.0,0.0
19787,180.75,-1.1885933876037598,0.0,0.0,0.0,0.0,0.0,0.0
19798,180.75,-0.5942966938018799,0.0,0.0,0.0,0.0,0.0,0.0
19808,180.60000610351562,-7.797379016876221,0.0,0.0,0.0,0.0,0.0,0.0
19818,180.60000610351562,-3.8986895084381104,0.0,0.0,0.0,0.0,0.0,0.0
19828,180.60000610351562,-1.9493447542190552,0.0,0.0,0.0,0.0,0.0,0.0
19838,180.60000610351562,-0.9746723771095276,0.0,0.0,0.0,0.0,0.0,0.0
19848,180.60000610351562,-0.4873361885547638,0.0,0.0,0.0,0.0,0.0,0.0
19858,180.60000610351562,-0.2436680942773819,0.0,0.0,0.0,0.0,0.0,0.0
19867,180.4499969482422,-7.621381759643555,0.0,0.0,0.0,0.0,0.0,0.0
19878,180.4499969482422,-3.8106908798217773,0.0,0.0,0.0,0.0,0.0,0.0
19887,180.4499969482422,-1.9053454399108887,0.0,0.0,0.0,0.0,0.0,0.0
19898,180.29998779296875,-8.452903747558594,0.0,0.0,0.0,0.0,0.0,0.0
19908,180.29998779296875,-4.226451873779297,0.0,0.0,0.0,0.0,0.0,0.0
19918,180.29998779296875,-2.1132259368896484,0.0,0.0,0.0,0.0,0.0,0.0
19928,180.29998779296875,-1.0566129684448242,0.0,0.0,0.0,0.0,0.0,0.0
19938,180.29998779296875,-0.5283064842224121,0.0,0.0,0.0,0.0,0.0,0.0
19948,180.29998779296875,-0.26415324211120605,0.0,0.0,0.0,0.0,0.0,0.0
19958,180.29998779296875,-0.13207662105560303,0.0,0.0,0.0,0.0,0.0,0.0
19967,180.29998779296875,-0.06603831052780151,0.0,0.0,0.0,0.0,0.0,0.0
19978,180.29998779296875,-0.03301915526390076,0.0,0.0,0.0,0.0,0.0,0.0
19987,180.29998779296875,-0.01650957763195038,0.0,0.0,0.0,0.0,0.0,0.0
19998,180.29998779296875,-0.00825478881597519,0.0,0.0,0.0,0.0,0.0,0.0
20008,180.14999389648438,-7.504357814788818,0.0,0.0,0.0,0.0,0.0,0.0
20018,180.14999389648438,-3.752178907394409,0.0,0.0,0.0,0.0,0.0,0.0
